Case Status,Legislation,ICOCaseRef,Received Datetime,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Completed Financial Week,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-316442-B5C2,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Higher education,London School of Economics,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-317211-M7W1,02/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Land or property services,Estate agency / letting agency,Nottingham Property Management Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-315983-V0K0,26/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Pharmacist,O'Briens Pharmacy Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317111-S0G3,01/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Maintained schools,Pokesdown Community Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317195-R0W6,01/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Healthcare and pharmaceuticals,SSAFA Family Health Services,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316445-C4T6,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of goods,Starbucks,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316813-L0M9,01/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of services,STATIUS MANAGEMENT SERVICES LIMITED,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-313122-N9L4,12/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Stockport Metropolitan Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316518-M5V5,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Stoke-On-Trent City Council,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-317066-Q0R4,02/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Land or property services,Estate agency / letting agency,SYMONDS & SAMPSON LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316947-Z4G2,02/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Legal,Legal professionals,Talbots Law Limted,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-317147-C7G6,02/07/2024,2024,2024/25,Q2,04-Jul,03/07/2024,2024,2024/25,Q2,04-Jul,14,Transport and leisure,Holiday providers and services,Thames Valley Travel Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-315994-V1S9,27/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Charitable and voluntary,Local charities,The Kirkhouse Trust SCIO,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-316572-S8B8,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",The Vale of Glamorgan Council,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-316453-Y5R7,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Torfaen County Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316506-Y8H5,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Membership association,Clubs,Underground Gym Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316614-B9G6,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Health,General Practitioner,Westerhope Medical Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316498-L3C9,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Payment services,Wise Payments Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-316327-M8K9,28/06/2024,2024,2024/25,Q1,03-Jun,03/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of services,Zara's Doggy Day Care Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316954-R9B1,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Insolvency Practitioners,Anon DC,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-315572-P7B2,25/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Primary care,Balmore Park Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-314887-C4S4,21/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Social care,Residential care,Bondcare (London) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-285484-J8S0,30/01/2024,2024,2023/24,Q4,10-Jan,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Bristol City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-303046-M0M8,24/04/2024,2024,2024/25,Q1,01-Apr,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",City of Bradford Metropolitan District Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317425-Y6S2,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Central Government,Executive agencies,Companies House ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317358-C6P8,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Cornwall Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317323-G7G7,04/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Academy and Free Schools,Cornwall Education Learning Trust,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-316792-Z9M9,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Charitable and voluntary,Local charities,Cyrenians,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317459-F5S4,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Unassigned,Delta Education Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316762-V7W2,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Social care,Domiciliary care,Essex Cares Limited (ECL),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316319-R4Q9,27/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of services,Expost Holdings Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-317344-D9S5,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Academy and Free Schools,Fairway Primary Academy,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-311625-P6B5,05/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Unassigned,Five Acres Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-316356-W3L3,28/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Manufacturing,Fletcher Moorland Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-316338-Z5Y2,28/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Legal,Legal professionals,Gamlins Law Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-310426-F8B3,29/05/2024,2024,2024/25,Q1,02-May,04/07/2024,2024,2024/25,Q2,04-Jul,14,Social care,Residential care,Helping Hands Homecare,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-317350-N0X7,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Secondary care,Hull University Teaching Hospitals NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-306853-N4H7,15/05/2024,2024,2024/25,Q1,02-May,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,County Council,Kent County Council,No Further Action,Unassigned,Unassigned,Yes
Completed,GDPR,IC-312618-X2T7,10/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Kirklees Metropolitan Council,No Further Action,Unassigned,Unassigned,Yes
Completed,GDPR,IC-314786-X0Z9,21/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,County Council,Lincolnshire County Council,No Further Action,Unassigned,Unassigned,Yes
Completed,GDPR,IC-311928-Z1B5,06/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",London Borough Of Barking and Dagenham Council,No Further Action,Unassigned,Unassigned,No
Completed,GDPR,IC-317421-M7J1,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",London Borough of Croydon,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-315620-W6B4,24/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Insolvency Practitioners,Lucas Ross Limited,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-317281-Y1X2,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Transport and leisure,Accommodation providers,Mandeville Hotel Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Don't know
Completed,GDPR,IC-316126-H7Q6,26/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Unassigned,Mental Welfare Commission for Scotland,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-312911-M6C2,12/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,District Council,Mid Sussex District Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316573-P3M9,28/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Transport and leisure,Industry associations,National Highways (formerly Highways England Company Limited),No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-313274-P5Z0,14/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Financial services and advice,Native Land,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-316863-Y2J1,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",North Somerset Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-313524-P7S2,13/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Land or property services,Housing association,Nottinghill Genesis,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317355-R2H7,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Charitable and voluntary,Local charities,Oxford Diocesan Board of Finance(The),No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-316887-Z5W5,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Financial services and advice,PayPal (UK) Ltd,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-312341-S7R8,07/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of goods,Peak Design,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-283201-R3D6,19/01/2024,2024,2023/24,Q4,10-Jan,04/07/2024,2024,2024/25,Q2,04-Jul,14,Legal,Legal professionals,Roythornes Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-306513-Q4K1,13/05/2024,2024,2024/25,Q1,02-May,04/07/2024,2024,2024/25,Q2,04-Jul,14,Legal,Legal professionals,Roythornes Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-312513-F1Y0,10/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,General business,Unassigned,SchoolPro TLC Limited ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-316886-Z0M3,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Legal,Legal professionals,Solicitor Direct Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317304-Q7Z3,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Community School,St Bernard's High School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317366-C8C9,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Private schools,St Edward’s School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317487-S7W3,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Stockton On Tees Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317563-D7Y6,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,General Practitioner,Strawberry Hill Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317347-M1V2,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Further education,TEC Partnership,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-312323-Q7X5,07/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Supplier of goods,Tgr Ventures Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-317398-Z7K8,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,"Finance, insurance and credit",Insurance,The National Farmers Union Mutual Insurance Society Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316710-H2G7,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Academy and Free Schools,The Piggott School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317360-N4T6,02/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Charitable and voluntary,National charities,The Scottish Wildlife Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-307525-L5Y2,17/05/2024,2024,2024/25,Q1,02-May,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Secondary care,Torbay and South Devon NHS Foundation Trust,No Further Action,Unassigned,Unassigned,Yes
Completed,GDPR,IC-316616-J1R1,29/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Healthcare and pharmaceuticals,Ultrasound Link Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-313340-G1T6,14/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Education and childcare,Higher education,University of Northampton,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-313253-X1L2,13/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Utilities,Utility companies,Veolia UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-311931-P4K6,07/06/2024,2024,2024/25,Q1,03-Jun,04/07/2024,2024,2024/25,Q2,04-Jul,14,Health,Secondary care,West Suffolk NHS Foundation Trust,No Further Action,Unassigned,Unassigned,Yes
Case Officer Review Completed,GDPR,IC-299151-B2W1,08/04/2024,2024,2024/25,Q1,01-Apr,04/07/2024,2024,2024/25,Q2,04-Jul,14,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Westminster City Council,No Further Action,Unassigned,Unassigned,Yes
Completed,GDPR,IC-317278-C4Z0,03/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Retail and manufacture,Manufacturing,WIENERBERGER LIMITED,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-316868-N8G8,01/07/2024,2024,2024/25,Q2,04-Jul,04/07/2024,2024,2024/25,Q2,04-Jul,14,Charitable and voluntary,Local charities,YMCA Black Country Group,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
